"id","venue","race_number","horse_name","horse_number","barrier","jockey","trainer","odds_open","odds_flag","odds_fixed_close","odds_tote","odds_place","move_percent","scratchings","result","created_at","updated_at"
21279,"Benalla",8,"Ghost Doctor",2,7,"Robert Beattie","J A Fraser",3.90,3.10,8.00,0.00,2.60,6.62,4,NULL,"2019-01-20 06:20:04","2019-01-20 06:20:04"
21280,"Gawler",7,"Azzuro Bianco",5,7,"Todd Pannell","Ms K Byrnes",4.60,3.00,2.15,0.00,1.15,11.59,1,3,"2019-01-20 06:25:04","2019-01-20 06:25:04"
21281,"Armidale",7,"New Endeavour",1,10,"Reece Jones","Stirling Osland",15.00,8.50,10.00,0.00,3.00,5.10,0,NULL,"2019-01-20 06:25:05","2019-01-20 06:25:05"
21282,"Cowra",8,"Bounty Belle",9,13,"Robbie Brewer","Leslie Bryant",16.00,6.50,8.50,0.00,2.80,9.13,4,NULL,"2019-01-20 06:40:04","2019-01-20 06:40:04"
21283,"Albany",2,"Like Him A Bit",2,5,"Matthieu Autier","J D Jachmann",23.00,7.50,8.00,0.00,1.90,8.99,0,2,"2019-01-20 06:45:05","2019-01-20 06:45:05"
21284,"Albany",3,"Long Knife Brother",3,5,"Randy Tan","D M Attwell",10.00,6.50,6.00,0.00,1.85,5.38,0,2,"2019-01-20 07:15:05","2019-01-20 07:15:05"
21285,"Albany",4,"Fair Nakita",5,1,"Mitchell Pateman","P & M Giadresco",9.50,6.00,3.90,3.83,1.70,6.14,0,1,"2019-01-20 07:50:04","2019-01-20 07:50:04"
21286,"Sunshine Coast",8,"Bezzina",2,3,"Brad Stewart","P & W Hulbert",6.00,3.60,3.10,0.00,1.70,11.11,3,4,"2019-01-20 08:05:05","2019-01-20 08:05:05"
21287,"Albany",5,"Carolina Reaper",1,6,"Ms Shelby Colgate","K J Allen",23.00,9.50,26.00,0.00,4.80,6.18,1,NULL,"2019-01-20 08:25:05","2019-01-20 08:25:05"
21288,"Albany",7,"Classic Jack",2,1,"Daniel Staeck","Roy Rogers",4.00,3.20,3.30,3.73,1.45,6.25,0,1,"2019-01-20 09:35:06","2019-01-20 09:35:06"
21289,"Otaki",5,"Puzzlar",2,11,"Lisa Allpress","F J Auret",7.00,5.00,5.00,0.00,1.85,5.71,0,NULL,"2019-01-21 01:55:02","2019-01-21 01:55:02"
21290,"Moruya",1,"Denesc",7,7,"Mitchell Bell","D A Williams",5.00,3.70,3.20,0.00,1.70,7.03,1,3,"2019-01-21 02:40:03","2019-01-21 02:40:03"
21291,"Moruya",2,"Greyt Weekend",4,8,"Brock Ryan","R & L Price",14.00,7.00,4.80,4.60,1.60,7.14,2,1,"2019-01-21 03:15:02","2019-01-21 03:15:02"
21292,"Taree",2,"Merge",4,10,"Andrew Gibbons","Ms K Waugh",4.40,3.50,4.00,0.00,1.50,5.84,2,4,"2019-01-21 03:30:02","2019-01-21 03:30:02"
21293,"Moruya",3,"All Tiara",6,11,"Brock Ryan","R & L Price",7.50,4.80,3.50,0.00,1.50,7.50,1,3,"2019-01-21 03:50:02","2019-01-21 03:50:02"
21294,"Moruya",4,"Ethanicity",6,5,"Patrick Scorse","W A Mathie",5.00,3.40,3.10,0.00,1.24,9.41,4,3,"2019-01-21 04:25:02","2019-01-21 04:25:02"
21295,"Taree",4,"Miss Eporetto",8,7,"Chad Lever","J C Deamer",9.50,6.00,4.00,0.00,1.65,6.14,4,3,"2019-01-21 04:40:03","2019-01-21 04:40:03"
21296,"Moruya",5,"Malachi Crunch",10,6,"Brock Ryan","Natalie Jarvis",23.00,9.50,10.00,0.00,2.50,6.18,2,NULL,"2019-01-21 05:00:03","2019-01-21 05:00:03"
21297,"Taree",5,"Giddyup",4,4,"Ms Mollie Partridge","R N Godbolt",12.00,7.00,11.00,0.00,2.70,5.95,4,NULL,"2019-01-21 05:20:02","2019-01-21 05:20:02"
21298,"Moruya",6,"Biodynamic",10,6,"Mitchell Bell","D A Williams",6.50,4.60,4.40,4.20,1.85,6.35,3,1,"2019-01-21 05:40:03","2019-01-21 05:40:03"
21299,"Taree",6,"Eurogem",8,8,"Robert Thompson","Ms J Graham",3.90,3.10,4.80,0.00,1.85,6.62,2,4,"2019-01-21 06:00:02","2019-01-21 06:00:02"
21300,"Taree",7,"Takarakka",5,7,"Matthew Mcguren","Aiden St Vincent",13.00,4.60,3.90,0.00,1.60,14.05,2,2,"2019-01-21 06:40:03","2019-01-21 06:40:03"
21301,"Moruya",8,"Sunday Poet",3,11,"Ms Jess Taylor","Ms T Bateup",9.00,5.50,5.00,0.00,1.90,7.07,3,NULL,"2019-01-21 07:00:04","2019-01-21 07:00:04"
21302,"Wagga",1,"Perfect Style",1,2,"Michael Heagney","Ron Johnson",3.60,3.00,4.80,0.00,2.25,5.56,0,NULL,"2019-01-22 02:20:02","2019-01-22 02:20:02"
21303,"Warrnambool",1,"Manhattan Gangster",2,5,"Damien Thornton","Symon Wilde",23.00,7.50,5.00,0.00,2.30,8.99,0,NULL,"2019-01-22 02:35:02","2019-01-22 02:35:02"
21304,"Wagga",2,"Who Told Ya",14,2,"Michael Travers","C Heywood",16.00,6.00,6.50,0.00,2.00,10.42,4,3,"2019-01-22 02:55:02","2019-01-22 02:55:02"
21305,"Warrnambool",3,"Eurosymbol",4,2,"Damien Thornton","Symon Wilde",8.50,4.40,4.20,0.00,1.55,10.96,4,4,"2019-01-22 03:40:02","2019-01-22 03:40:02"
21306,"Warrnambool",4,"Laoban Tai Tai",11,9,"Ms Linda Meech","P F Ryan",5.50,4.00,3.90,0.00,1.65,6.82,4,2,"2019-01-22 04:10:03","2019-01-22 04:10:03"
21307,"Wagga",4,"Tiaras Glow",11,12,"Michael Heagney","D P Blundell",14.00,7.00,8.00,0.00,2.70,7.14,3,4,"2019-01-22 04:15:02","2019-01-22 04:15:02"
21308,"Cairns",2,"Golden Charles",2,9,"Miss Rachel Shred","Michael Lee",4.40,3.20,3.80,0.00,1.60,8.52,1,2,"2019-01-22 05:05:02","2019-01-22 05:05:02"
21309,"Warrnambool",5,"Mactier",2,5,"Liam Riordan","M J Williams",9.00,4.80,8.00,0.00,2.50,9.72,2,NULL,"2019-01-22 05:05:03","2019-01-22 05:05:03"
21310,"Wagga",5,"Eurosay",4,9,"Billy Owen","Todd Smart",7.50,5.00,7.00,0.00,1.60,6.67,6,2,"2019-01-22 05:05:03","2019-01-22 05:05:03"
21311,"Warrnambool",6,"Set The Bar High",1,1,"Ms Chelsea Macfarlane","Symon Wilde",6.00,4.20,6.00,0.00,2.00,7.14,1,NULL,"2019-01-22 05:10:02","2019-01-22 05:10:02"
21312,"Wagga",6,"County Limerick",8,3,"Billy Owen","Andrew Sheahan",26.00,9.00,21.00,0.00,4.40,7.26,0,NULL,"2019-01-22 05:20:02","2019-01-22 05:20:02"
21313,"Warrnambool",7,"Miss Damita",8,3,"Zac Spain","M G Price",10.00,5.50,7.00,0.00,1.70,8.18,0,3,"2019-01-22 05:40:02","2019-01-22 05:40:02"
21314,"Cairns",4,"Sharp Arrow",7,1,"Adin Thompson","T P Rowe",19.00,9.50,6.00,8.87,2.00,5.26,1,1,"2019-01-22 06:20:03","2019-01-22 06:20:03"
21315,"Warrnambool",8,"Golden Mineshaft",8,6,"Ms Melissa Julius","Stephen Lenehan",19.00,6.50,11.00,0.00,3.00,10.12,4,NULL,"2019-01-22 06:20:03","2019-01-22 06:20:03"
21316,"Cairns",5,"Rangerzane",5,6,"Amanda Thomson","A R Bailey",4.60,3.60,2.05,2.47,1.08,6.04,0,1,"2019-01-22 06:55:03","2019-01-22 06:55:03"
21317,"Wagga",8,"Ruby Skye",6,7,"Mathew Cahill","C D Widdison",4.40,3.00,3.40,3.62,1.55,10.61,1,1,"2019-01-22 06:55:04","2019-01-22 06:55:04"
21318,"Cairns",6,"French Jet",1,6,"Justin Stanley","Peter Rowe",10.00,6.50,8.00,0.00,2.60,5.38,1,NULL,"2019-01-22 07:35:03","2019-01-22 07:35:03"
21319,"Cairns",7,"Bella Sash",3,9,"Amanda Thomson","Bruce Hunter",12.00,6.50,4.80,0.00,1.75,7.05,1,4,"2019-01-22 08:05:03","2019-01-22 08:05:03"
21320,"Avondale",4,"Secret Runner",5,4,"Jonathan Riddell","S & E Clotworthy",4.60,3.70,3.50,0.00,1.55,5.29,8,3,"2019-01-23 01:35:03","2019-01-23 01:35:03"
21321,"Moe",3,"Baraka",4,8,"James Winks","M Ellerton & S Zahra",5.00,3.70,4.20,0.00,1.60,7.03,0,4,"2019-01-23 01:35:03","2019-01-23 01:35:03"
21322,"Moe",4,"Tiny Hussy",12,10,"Brian Park","Ms S Trolove",34.00,6.00,8.50,0.00,2.50,13.73,4,NULL,"2019-01-23 02:05:03","2019-01-23 02:05:03"
21323,"Avondale",5,"Keep The Cash",1,1,"Matthew Cameron","K Rae & K Williams-Tuhoro",5.50,4.20,4.60,0.00,1.75,5.63,4,3,"2019-01-23 02:15:03","2019-01-23 02:15:03"
21324,"Moe",5,"Infernal",1,7,"Dylan Dunn","Mark Sues",6.00,4.60,6.50,0.00,2.70,5.07,1,NULL,"2019-01-23 02:35:02","2019-01-23 02:35:02"
21325,"Moe",7,"Troubleshot",1,7,"Ms Rose Pearson","Paul Worthington",5.00,3.80,4.00,0.00,1.35,6.32,3,2,"2019-01-23 03:40:04","2019-01-23 03:40:04"
21326,"Doomben",2,"Kubis",4,1,"Jag Guthmann-Chester","R L Heathcote",11.00,5.50,6.00,0.00,2.60,9.09,1,2,"2019-01-23 03:40:04","2019-01-23 03:40:04"
21327,"Moe",8,"Royal Zephyr",6,5,"Matthew Allen","Jason Warren",9.50,5.50,6.00,7.30,1.60,7.66,2,1,"2019-01-23 04:05:03","2019-01-23 04:05:03"
21328,"Doomben",3,"Crazy Pops",6,6,"Matthew Palmer","James Hepworth",34.00,11.00,34.00,0.00,7.50,6.15,1,NULL,"2019-01-23 04:10:03","2019-01-23 04:10:03"
21329,"Canterbury",4,"Desert Lord",6,5,"Tommy Berry","M, W & J Hawkes",3.60,3.00,2.20,0.00,1.35,5.56,1,4,"2019-01-23 04:30:03","2019-01-23 04:30:03"
21330,"Doomben",4,"Magic Trick",5,9,"Mark Du Plessis","T J Sears",14.00,6.00,5.00,0.00,1.60,9.52,4,NULL,"2019-01-23 04:50:03","2019-01-23 04:50:03"
21331,"Canterbury",5,"Lucand Lad",6,7,"Adam Hyeronimus","G Waterhouse & A Bott",7.00,4.60,2.75,0.00,1.25,7.45,0,2,"2019-01-23 05:10:04","2019-01-23 05:10:04"
21332,"Morphettville",3,"Exalted Bloom",6,3,"Raquel Clark","Grant Young",3.80,3.00,1.80,1.63,1.80,7.02,3,1,"2019-01-23 05:15:03","2019-01-23 05:15:03"
21333,"Doomben",5,"Fizz",10,1,"Robbie Fradd","T J Gollan",13.00,7.50,4.20,0.00,1.30,5.64,2,3,"2019-01-23 05:30:04","2019-01-23 05:30:04"
21334,"Morphettville",4,"Rizski",6,3,"Raquel Clark","K M Sweeney",7.00,4.80,2.60,0.00,1.40,6.55,5,3,"2019-01-23 05:45:04","2019-01-23 05:45:04"
21335,"Canterbury",6,"Savvy Ken",6,8,"Jason Collett","Clare Cunningham",6.00,4.40,4.00,0.00,1.60,6.06,2,NULL,"2019-01-23 05:50:04","2019-01-23 05:50:04"
21336,"Sandown",3,"Admiral's Joker",6,4,"Steven Vella","Kylie Vella",6.50,4.80,3.80,0.00,1.50,5.45,2,2,"2019-01-23 06:05:04","2019-01-23 06:05:04"
21337,"Morphettville",5,"Beau Rivage",3,6,"Ms Kayla Crowther","G V Richards",5.50,3.60,3.60,0.00,1.45,9.60,1,3,"2019-01-23 06:15:03","2019-01-23 06:15:03"
21338,"Canterbury",7,"Divine Breeze",2,2,"Joshua Parr","Mark Newnham",10.00,6.50,7.50,0.00,2.30,5.38,0,2,"2019-01-23 06:25:03","2019-01-23 06:25:03"
21339,"Morphettville",6,"Exalted Lauretta",4,6,"Jake Toeroek","Grant Young",9.00,6.00,5.50,0.00,2.50,5.56,3,3,"2019-01-23 06:45:05","2019-01-23 06:45:05"
21340,"Doomben",7,"Copywriter",4,5,"Matthew Mcgillivray","S W Kendrick",4.40,3.40,4.60,5.09,1.55,6.68,0,1,"2019-01-23 06:50:04","2019-01-23 06:50:04"
21341,"Sandown",5,"Pissaro",1,1,"Harry Grace","R E Laing",10.00,6.00,6.50,0.00,2.30,6.67,0,2,"2019-01-23 07:05:04","2019-01-23 07:05:04"
21342,"Morphettville",7,"Yulong Star",7,3,"Chris Caserta","Tony Mcevoy",3.60,3.00,2.75,2.50,1.20,5.56,1,1,"2019-01-23 07:15:04","2019-01-23 07:15:04"
21343,"Sandown",6,"Remuera",13,6,"Michael Walker","C J Waller",12.00,6.50,11.00,0.00,3.00,7.05,5,3,"2019-01-23 07:40:05","2019-01-23 07:40:05"
21344,"Launceston",1,"Caesar's Quest",4,10,"Chris Graham","Adam Trinder",7.00,5.00,4.80,3.83,1.90,5.71,2,1,"2019-01-23 07:55:05","2019-01-23 07:55:05"
21345,"Launceston",2,"Son Of Faith",5,4,"Ms Teagan Voorham","Dylan Clark",11.00,7.00,7.00,0.00,2.50,5.19,2,NULL,"2019-01-23 08:25:05","2019-01-23 08:25:05"
21346,"Sandown",8,"Teodora",12,10,"Dean Yendall","D K Weir",7.00,5.00,5.00,0.00,1.90,5.71,2,2,"2019-01-23 08:35:05","2019-01-23 08:35:05"
21347,"Ascot",4,"Fred Dag",1,2,"Ms Fiona Bell","B V Watkins",3.60,3.00,3.00,0.00,1.30,5.56,1,2,"2019-01-23 08:45:05","2019-01-23 08:45:05"
21348,"Launceston",3,"Mag Wheels",7,6,"Craig Newitt","J K Blacker",7.50,5.00,4.60,0.00,1.90,6.67,1,3,"2019-01-23 08:55:04","2019-01-23 08:55:04"
21349,"Ascot",5,"Thunderplump",4,7,"Ms Jade Mcnaught","Robert & Todd Harvey",8.50,4.60,4.40,0.00,1.65,9.97,0,3,"2019-01-23 09:20:06","2019-01-23 09:20:06"
21350,"Ascot",6,"Spiritual Warrior",1,6,"Ms Lucy Warwick","J T Warwick",11.00,6.50,6.50,0.00,2.05,6.29,2,NULL,"2019-01-23 09:50:05","2019-01-23 09:50:05"
21351,"Ascot",7,"Lord Ludlow",3,5,"Jason Brown","P H Jordan",6.00,4.60,5.50,0.00,1.80,5.07,0,2,"2019-01-23 10:20:06","2019-01-23 10:20:06"
21352,"Launceston",6,"Zuberina",6,4,"Ms Sigrid Carr","Scott Brunton",18.00,9.00,11.00,0.00,1.80,5.56,0,3,"2019-01-23 10:35:06","2019-01-23 10:35:06"
21353,"Ascot",8,"Scarlet Missile",8,6,"Ms Kate Witten","Simon Miller",6.50,4.40,6.00,0.00,1.95,7.34,3,2,"2019-01-23 10:50:05","2019-01-23 10:50:05"
21354,"Wingatui",3,"Zedaam",14,1,"Kavish Chowdhoory","Ms A Hoffman",23.00,9.50,10.00,0.00,2.80,6.18,1,NULL,"2019-01-24 00:50:02","2019-01-24 00:50:02"
21355,"Tamworth",1,"Victory Vibes",7,5,"Ms Rachael Murray","T J Vidler",8.50,4.80,7.50,0.00,1.70,9.07,1,4,"2019-01-24 02:25:03","2019-01-24 02:25:03"
21356,"Tamworth",3,"Ratler",4,1,"Matthew Mcguren","Melissa Dennett",6.50,4.20,4.20,4.88,1.65,8.42,0,1,"2019-01-24 03:40:02","2019-01-24 03:40:02"
21357,"Tamworth",4,"Timid",14,7,"Grant Buckley","John W Ramsey",7.00,4.20,4.80,0.00,1.65,9.52,5,NULL,"2019-01-24 04:10:03","2019-01-24 04:10:03"
21358,"Ipswich",1,"Lauderdale",2,3,"Clayton Gallagher","M J Dunn",23.00,10.00,7.50,0.00,2.90,5.65,0,NULL,"2019-01-24 04:30:02","2019-01-24 04:30:02"
21359,"Tamworth",5,"Ivory Jane",6,6,"Grant Buckley","K A Lees",13.00,6.00,3.50,0.00,1.50,8.97,1,NULL,"2019-01-24 04:45:03","2019-01-24 04:45:03"
21360,"Ipswich",2,"Errol",3,4,"Larry Cassidy","P A Nolan Jnr",15.00,8.50,7.50,0.00,2.00,5.10,0,NULL,"2019-01-24 05:05:03","2019-01-24 05:05:03"
21361,"Tamworth",6,"St Luke",8,8,"Travis Wolfgram","Michelle Fleming",11.00,7.00,5.50,0.00,2.00,5.19,0,3,"2019-01-24 05:20:03","2019-01-24 05:20:03"
21362,"Ipswich",3,"Zabring",1,2,"Mark Du Plessis","K M Schweida",4.00,3.20,2.10,0.00,1.16,6.25,0,NULL,"2019-01-24 05:40:02","2019-01-24 05:40:02"
21363,"Tamworth",7,"Legendofoz",1,10,"Matthew Mcguren","Cody Morgan",5.50,4.20,5.00,0.00,1.80,5.63,4,3,"2019-01-24 05:55:03","2019-01-24 05:55:03"
21364,"Pinjarra",1,"Deel Red",4,2,"Ben Paterson","Simon Miller",6.00,4.60,5.00,0.00,1.85,5.07,1,NULL,"2019-01-24 06:00:03","2019-01-24 06:00:03"
21365,"Ipswich",4,"Champagne Garden",6,8,"Anthony Allen","J W Zielke",6.00,4.60,3.40,0.00,1.26,5.07,0,2,"2019-01-24 06:15:03","2019-01-24 06:15:03"
21366,"Tamworth",8,"Mishani Sleuth",2,5,"Josh Adams","S W Edmonds",10.00,5.50,4.80,0.00,1.75,8.18,1,NULL,"2019-01-24 06:30:04","2019-01-24 06:30:04"
21367,"Pinjarra",2,"Sheerness",10,9,"Randy Tan","F R Kersley",17.00,9.00,11.00,0.00,3.40,5.23,0,NULL,"2019-01-24 06:35:04","2019-01-24 06:35:04"
21368,"Ipswich",5,"Choice Missile",12,1,"Matthew Mcgillivray","T J Gollan",7.50,3.70,2.50,0.00,1.18,13.69,4,NULL,"2019-01-24 06:50:03","2019-01-24 06:50:03"
21369,"Pakenham",1,"Too Much Lip",5,7,"Jason Baldock","Ms D Bowman",18.00,8.00,13.00,0.00,2.80,6.94,1,3,"2019-01-24 07:05:04","2019-01-24 07:05:04"
21370,"Pinjarra",3,"Pink 'N' Gray",4,14,"Glenn Smith","G P Evans",9.50,5.00,4.80,0.00,1.85,9.47,1,2,"2019-01-24 07:15:04","2019-01-24 07:15:04"
21371,"Ipswich",6,"Missie Archer",6,5,"Luke Tarrant","D J Hansen",8.00,4.60,8.00,0.00,2.80,9.24,4,2,"2019-01-24 07:25:04","2019-01-24 07:25:04"
21372,"Pakenham",2,"King Landon",6,8,"Jordan Childs","M D Moroney",12.00,6.00,8.50,0.00,2.70,8.33,2,NULL,"2019-01-24 07:40:04","2019-01-24 07:40:04"
21373,"Pinjarra",4,"She's Vital",9,2,"Ms Jade Mcnaught","Fenella Martin",16.00,8.00,10.00,11.50,2.80,6.25,0,1,"2019-01-24 07:50:03","2019-01-24 07:50:03"
21374,"Ipswich",7,"Leroytheconqueror",3,8,"Nathan Thomas","Damien Batters",4.40,3.40,4.20,0.00,1.55,6.68,4,4,"2019-01-24 08:00:04","2019-01-24 08:00:04"
21375,"Pakenham",3,"Falls",4,7,"Damien Oliver","M C Kent",4.20,3.00,2.25,0.00,1.18,9.52,3,2,"2019-01-24 08:05:03","2019-01-24 08:05:03"
21376,"Pinjarra",5,"Regal Counsel",1,4,"Mitchell Pateman","T M Andrews",3.90,3.00,3.20,3.73,1.28,7.69,0,1,"2019-01-24 08:20:04","2019-01-24 08:20:04"
21377,"Pinjarra",6,"Euphonious",12,2,"Ms Fiona Bell","W J Bradshaw",3.70,3.10,4.60,0.00,1.75,5.23,0,NULL,"2019-01-24 08:55:04","2019-01-24 08:55:04"
21378,"Pakenham",5,"Pieropan",6,4,"Ben Melham","Henry Dwyer",7.00,5.00,5.50,0.00,1.75,5.71,3,2,"2019-01-24 09:05:04","2019-01-24 09:05:04"
21379,"Pinjarra",7,"Apparition",11,5,"Jason Brown","Robert & Todd Harvey",4.60,3.70,4.60,0.00,1.55,5.29,3,4,"2019-01-24 09:20:04","2019-01-24 09:20:04"
21380,"Pakenham",6,"Black Bliss",7,4,"Ms Nikita Beriman","Ms R Waymouth",5.50,3.50,2.40,2.36,1.30,10.39,2,1,"2019-01-24 09:40:05","2019-01-24 09:40:05"
21381,"Pakenham",7,"Yulong Earth",8,4,"Damien Oliver","D & B Hayes & T Dabernig",4.80,3.70,4.60,0.00,1.65,6.19,2,2,"2019-01-24 10:05:05","2019-01-24 10:05:05"
21382,"Pakenham",8,"The Crusha",3,1,"Brian Park","Mark C Webb",3.80,3.10,3.40,0.00,1.50,5.94,3,NULL,"2019-01-24 10:40:05","2019-01-24 10:40:05"
21383,"Port Macquarie",1,"Mended",7,8,"Robert Thompson","K A Lees",6.00,4.60,4.00,0.00,1.60,5.07,0,NULL,"2019-01-25 02:30:03","2019-01-25 02:30:03"
21384,"Goulburn",2,"Want To Bolt",6,2,"Shaun Guymer","Matthew Smith",41.00,4.00,8.00,0.00,3.20,22.56,1,2,"2019-01-25 03:25:03","2019-01-25 03:25:03"
21385,"Port Macquarie",3,"Joigny",7,7,"Raymond Spokes","T J Bartley",5.50,4.00,3.30,3.31,1.50,6.82,4,1,"2019-01-25 03:40:04","2019-01-25 03:40:04"
21386,"Goulburn",3,"Pamela",4,4,"Jason Collett","Clare Cunningham",4.40,3.20,2.60,2.15,1.28,8.52,2,1,"2019-01-25 04:00:03","2019-01-25 04:00:03"
21387,"Port Macquarie",4,"Malea Magic",5,3,"Andrew Gibbons","R R Milligan",3.70,3.10,4.20,4.67,1.40,5.23,0,1,"2019-01-25 04:15:04","2019-01-25 04:15:04"
21388,"Rockhampton",1,"Miss Clair",5,2,"Chris Mciver","G R Green",6.00,4.40,5.50,0.00,4.60,6.06,2,2,"2019-01-25 04:25:03","2019-01-25 04:25:03"
21389,"Goulburn",4,"Unimpeded",3,2,"Chad Lever","Bjorn Baker",4.40,3.10,5.50,0.00,1.80,9.53,1,4,"2019-01-25 04:35:03","2019-01-25 04:35:03"
21390,"Port Macquarie",5,"Dangerous Dan",4,9,"Matthew Bennett","Matthew Mccudden",4.00,3.10,2.50,0.00,1.18,7.26,0,4,"2019-01-25 04:50:03","2019-01-25 04:50:03"
21391,"Narrogin",1,"I Am Spartacus",1,4,"Jason Brown","Robert & Todd Harvey",4.00,3.10,1.80,0.00,1.22,7.26,0,2,"2019-01-25 05:05:03","2019-01-25 05:05:03"
21392,"Goulburn",5,"All Sassitude",11,3,"Ms Rachel King","John Thompson",7.00,3.00,3.50,3.83,1.40,19.05,3,1,"2019-01-25 05:10:03","2019-01-25 05:10:03"
21393,"Warwick",1,"Remember Mary",2,1,"Ms Madeleine Wishart","B D Azel",6.50,4.20,3.60,0.00,1.75,8.42,1,2,"2019-01-25 05:10:04","2019-01-25 05:10:04"
21394,"Port Lincoln",3,"Gottabiton",1,7,"Jake Toeroek","Simon Drewitt",3.70,3.00,3.00,0.00,1.50,6.31,0,NULL,"2019-01-25 05:15:03","2019-01-25 05:15:03"
21395,"Port Macquarie",6,"Budawang",10,7,"Ms Mikayla Weir","Tom Higgins",34.00,11.00,10.00,0.00,2.80,6.15,0,2,"2019-01-25 05:25:03","2019-01-25 05:25:03"
21396,"Rockhampton",3,"Uthred",2,7,"Richie Oakford","T Button",15.00,8.50,15.00,11.92,4.80,5.10,0,1,"2019-01-25 05:35:03","2019-01-25 05:35:03"
21397,"Goulburn",6,"Impatience",4,8,"Blake Spriggs","R J Quinton",12.00,7.00,10.00,0.00,2.20,5.95,4,3,"2019-01-25 05:45:03","2019-01-25 05:45:03"
21398,"Warwick",2,"Nicconi Bay",10,3,"Minehiko Shimodaira","Garry Osborne",21.00,10.00,5.50,0.00,1.85,5.24,1,NULL,"2019-01-25 05:50:04","2019-01-25 05:50:04"
21399,"Port Lincoln",4,"Seveneez",1,2,"Raquel Clark","D J Mcmahon",7.00,5.00,6.00,0.00,1.95,5.71,0,NULL,"2019-01-25 06:00:03","2019-01-25 06:00:03"
21400,"Port Macquarie",7,"Lucciola Belle",11,9,"Andrew Gibbons","W T Wilkes",9.00,6.00,5.00,4.99,1.90,5.56,1,1,"2019-01-25 06:00:03","2019-01-25 06:00:03"
21401,"Narrogin",3,"Return",6,2,"Ms Jade Mcnaught","N D Parnham",8.50,5.50,4.20,0.00,2.00,6.42,2,2,"2019-01-25 06:15:03","2019-01-25 06:15:03"
21402,"Goulburn",7,"Mad As Zariz",15,3,"Shaun Guymer","Ms J Hoy",23.00,7.50,8.00,0.00,2.30,8.99,5,4,"2019-01-25 06:20:03","2019-01-25 06:20:03"
21403,"Port Lincoln",5,"Crazy Culprit",5,3,"Kenny Lau","M A White",6.00,3.80,4.60,0.00,1.65,9.65,0,NULL,"2019-01-25 06:25:04","2019-01-25 06:25:04"
21404,"Port Macquarie",8,"Grand Exit",5,2,"Josh Adams","Ms K Buchanan",4.60,3.40,3.50,0.00,1.50,7.67,4,2,"2019-01-25 06:35:03","2019-01-25 06:35:03"
21405,"Rockhampton",5,"Bonnchelon",2,2,"Ms Natalea Summers","Darryl Johnston",12.00,5.50,4.80,0.00,1.70,9.85,0,NULL,"2019-01-25 06:45:04","2019-01-25 06:45:04"
21406,"Narrogin",4,"Get The Vibe",3,6,"Ms Jade Mcnaught","J P Taylor",3.80,3.10,3.10,3.50,1.70,5.94,1,1,"2019-01-25 06:50:04","2019-01-25 06:50:04"
21407,"Port Lincoln",6,"Wilander Princess",5,4,"Krystal Bishop","J Dunn",8.00,5.50,6.00,0.00,1.90,5.68,0,NULL,"2019-01-25 07:05:04","2019-01-25 07:05:04"
21408,"Rockhampton",6,"Miss Ready Now",8,1,"Thomas Doyle","Samara Evans",5.00,3.90,2.45,0.00,1.26,5.64,2,4,"2019-01-25 07:20:04","2019-01-25 07:20:04"
21409,"Moonee Valley",1,"Lankan Star",7,6,"Damien Oliver","D & B Hayes & T Dabernig",6.00,3.60,3.90,3.52,1.95,11.11,7,1,"2019-01-25 07:35:04","2019-01-25 07:35:04"
21410,"Warwick",5,"Papa Jo",5,1,"Les Tilley","L J Hatch",7.00,4.40,2.80,0.00,1.30,8.44,1,NULL,"2019-01-25 07:50:04","2019-01-25 07:50:04"
21411,"Port Lincoln",7,"Bellomo",4,7,"Raquel Clark","B J Jones",7.50,5.00,4.20,0.00,1.70,6.67,1,NULL,"2019-01-25 07:50:05","2019-01-25 07:50:05"
21412,"Rockhampton",7,"Mr Attitude",5,4,"Dale Evans","Ricky Vale",6.50,4.60,4.20,0.00,1.50,6.35,0,3,"2019-01-25 07:50:05","2019-01-25 07:50:05"
21413,"Port Lincoln",8,"Chase Soprano",3,7,"Ms Sophie Logan","J Dunn",4.60,3.60,3.10,3.94,1.35,6.04,4,1,"2019-01-25 08:15:05","2019-01-25 08:15:05"
21414,"Warwick",6,"Unique Mistique",3,6,"Pietro Romeo","M Callaghan",26.00,8.50,11.00,0.00,2.70,7.92,2,NULL,"2019-01-25 08:20:06","2019-01-25 08:20:06"
21415,"Moonee Valley",3,"No Ties",2,9,"Jamie Kah","R W Huxtable",9.50,5.00,4.40,0.00,1.60,9.47,1,4,"2019-01-25 08:35:05","2019-01-25 08:35:05"
21416,"Narrogin",7,"Danehill Storm",2,7,"Ms Lisa Staples","Ms A J Smith",4.20,3.40,2.90,0.00,1.60,5.60,2,4,"2019-01-25 08:45:06","2019-01-25 08:45:06"
21417,"Narrogin",8,"You Am I",4,10,"Jordan Turner","M L Lane",4.60,3.50,3.80,0.00,1.60,6.83,0,3,"2019-01-25 09:15:06","2019-01-25 09:15:06"
21418,"Moonee Valley",5,"Left Jaybee Out",4,1,"Ms Chelsea Macfarlane","M Cornish & Ms D Gaskin",7.00,5.00,5.00,0.00,1.80,5.71,1,3,"2019-01-25 09:35:06","2019-01-25 09:35:06"
