"id","venue","race_number","horse_name","horse_number","barrier","jockey","trainer","odds_open","odds_flag","odds_fixed_close","odds_tote","odds_place","move_percent","scratchings","result","created_at","updated_at"
5031,"Gundagai",6,"Zorba",11,5,"M Taylor","K P Weir",18.00,8.00,9.50,0.00,2.50,6.94,3,NULL,"2017-09-10 09:00:07","2017-09-10 09:00:07"
5040,"Casterton",8,"Along Came Jones",4,1,"M Julius","Symon Wilde",4.60,3.60,3.60,0.00,1.55,6.04,2,3,"2017-09-10 09:05:06","2017-09-10 09:05:06"
5057,"Muswellbrook",6,"Jar Of Hearts",4,8,"J Penza","Cameron Crockett",4.80,3.40,4.80,0.00,1.70,8.58,1,3,"2017-09-10 09:15:06","2017-09-10 09:15:06"
5086,"Kalgoorlie",3,"Code Violation",2,2,"L Warwick","P J Fernie",6.50,4.60,4.00,0.00,1.50,6.35,1,2,"2017-09-10 09:35:07","2017-09-10 09:35:07"
5087,"Casterton",9,"Conwoman",7,2,"L Meech","Aaron Purcell",8.00,5.00,5.00,0.00,2.00,7.50,4,4,"2017-09-10 09:35:08","2017-09-10 09:35:08"
5093,"Gundagai",7,"Stormborn Angel",6,1,"J Grisedale","Richard Butler",4.20,3.00,5.00,0.00,5.00,9.52,4,4,"2017-09-10 09:40:06","2017-09-10 09:40:06"
5106,"Muswellbrook",7,"Mac's Reward",1,4,"R Dolan","Andrew Robinson",8.50,5.50,4.20,0.00,1.75,6.42,5,3,"2017-09-10 09:55:07","2017-09-10 09:55:07"
5113,"Sale",9,"Pharrell",2,11,"T Stockdale","N J Harnett",16.00,6.50,9.00,0.00,2.90,9.13,7,3,"2017-09-10 10:05:05","2017-09-10 10:05:05"
5144,"Kalgoorlie",6,"Casino Belle",5,8,"L Warwick","P J Fernie",34.00,11.00,13.00,0.00,3.40,6.15,0,NULL,"2017-09-10 11:20:06","2017-09-10 11:20:06"
5152,"Kalgoorlie",7,"Happy Harry",3,11,"S Mcgruddy","R F Brown",5.00,3.20,4.00,4.15,1.65,11.25,2,1,"2017-09-10 11:55:08","2017-09-10 11:55:08"
5153,"Wellington",1,"She's All Spirit",12,5,"Mathew Cahill","Cameron Crockett",5.50,3.20,6.50,0.00,2.20,13.07,5,4,"2017-09-11 03:50:03","2017-09-11 03:50:03"
5154,"Wodonga",2,"Shelley Beach",13,1,"H Coffey","S J Webb",10.00,6.00,4.80,0.00,1.65,6.67,4,NULL,"2017-09-11 04:05:02","2017-09-11 04:05:02"
5155,"Queanbeyan",2,"Uno That",3,7,"Simon Miller","P J Facoory",4.00,3.00,3.60,0.00,1.80,8.33,3,NULL,"2017-09-11 04:10:02","2017-09-11 04:10:02"
5156,"Wellington",2,"Ma Chao",5,11,"K Dunbar","G D Lunn",6.00,4.20,8.00,0.00,2.10,7.14,2,NULL,"2017-09-11 04:25:03","2017-09-11 04:25:03"
5157,"Wodonga",3,"Lord Wentworth",16,7,"Not Notified","Wez Hunter",31.00,9.00,11.00,0.00,2.90,7.89,7,NULL,"2017-09-11 04:35:03","2017-09-11 04:35:03"
5158,"Wellington",3,"Hay Grazer",7,4,"A Banks","Kylie Kennedy",34.00,11.00,17.00,0.00,4.40,6.15,4,NULL,"2017-09-11 05:00:02","2017-09-11 05:00:02"
5159,"Wodonga",4,"Dream Alliance",13,10,"M Dee","Henry Dwyer",10.00,5.50,7.50,0.00,2.15,8.18,1,3,"2017-09-11 05:05:03","2017-09-11 05:05:03"
5160,"Queanbeyan",4,"Singled Out",6,3,"P Scorse","Ms B Joseph & P A Jones",5.50,3.20,3.80,0.00,1.65,13.07,0,3,"2017-09-11 05:25:03","2017-09-11 05:25:03"
5161,"Queanbeyan",5,"Ariake Fire",9,6,"Simon Miller","M Petrovic",13.00,7.00,8.50,0.00,2.70,6.59,1,NULL,"2017-09-11 05:55:03","2017-09-11 05:55:03"
5162,"Wodonga",7,"Our Swagman",4,5,"C Hall","B & A Mcknight",7.50,4.40,7.00,0.00,1.65,9.39,4,NULL,"2017-09-11 06:35:03","2017-09-11 06:35:03"
5163,"Tamworth",1,"Danishki",3,5,"R Spokes","W J Gavenlock",4.60,3.60,3.20,4.88,1.55,6.04,2,1,"2017-09-12 03:05:02","2017-09-12 03:05:02"
5164,"Pakenham",1,"Yankee Toff",6,10,"B Thompson","J W Bridgman",15.00,6.00,5.50,0.00,1.75,10.00,5,4,"2017-09-12 03:40:02","2017-09-12 03:40:02"
5165,"Pakenham",2,"Woulda Thought So",11,1,"N Callow","D & B Hayes & T Dabernig",4.60,3.40,3.40,0.00,1.50,7.67,4,2,"2017-09-12 04:05:02","2017-09-12 04:05:02"
5166,"Tamworth",3,"Island Grange",10,12,"R Thompson","L J Tilley",9.00,5.50,4.00,0.00,1.65,7.07,4,NULL,"2017-09-12 04:15:03","2017-09-12 04:15:03"
5167,"Pakenham",3,"Great Alpine Road",4,11,"P Moloney","R K Challis",51.00,9.50,41.00,0.00,7.00,8.57,4,NULL,"2017-09-12 04:35:02","2017-09-12 04:35:02"
5168,"Pakenham",4,"See The Night",15,1,"L Nolen","C Maher",5.50,4.00,4.20,0.00,1.26,6.82,5,4,"2017-09-12 05:10:03","2017-09-12 05:10:03"
5169,"Pakenham",5,"Miss Two Pairs",3,3,"T Stockdale","Matthew Brown",9.50,6.00,8.00,0.00,2.15,6.14,0,3,"2017-09-12 05:35:03","2017-09-12 05:35:03"
5170,"Pakenham",8,"Bon For Glory",8,7,"J Childs","Mitchell Freedman",3.70,3.00,4.80,0.00,1.85,6.31,2,NULL,"2017-09-12 07:05:02","2017-09-12 07:05:02"
5171,"Tamworth",8,"Late Return",2,5,"G Buckley","B F Cavanough",4.80,3.70,4.00,0.00,1.40,6.19,1,NULL,"2017-09-12 07:15:02","2017-09-12 07:15:02"
5172,"Balaklava",1,"Lead Foot Lacey",9,8,"W Pike","Chris Bieg",13.00,7.00,9.00,0.00,2.15,6.59,1,NULL,"2017-09-13 02:10:03","2017-09-13 02:10:03"
5173,"Mornington",1,"Rebel Rose",7,2,"D Yendall","D K Weir",16.00,4.80,5.50,0.00,1.65,14.58,1,NULL,"2017-09-13 02:30:04","2017-09-13 02:30:04"
5174,"Balaklava",2,"Barshonti",1,9,"D Tourneur","John Hyam",4.80,3.40,4.40,0.00,1.75,8.58,0,NULL,"2017-09-13 02:45:03","2017-09-13 02:45:03"
5175,"Canterbury",1,"Yulong Xingsheng",4,5,"K Mcevoy","K A Lees",8.50,5.50,13.00,0.00,3.60,6.42,0,4,"2017-09-13 02:55:03","2017-09-13 02:55:03"
5176,"Wanganui",5,"Blanco Belle",2,1,"Sarah Macnab","Ms S Rainford",7.50,5.00,5.50,0.00,1.70,6.67,1,2,"2017-09-13 03:00:04","2017-09-13 03:00:04"
5177,"Mornington",2,"Lady Cartier",4,10,"D Oliver","Brent Stanley",4.80,3.70,4.20,0.00,1.70,6.19,1,3,"2017-09-13 03:10:03","2017-09-13 03:10:03"
5178,"Doomben",2,"Yallaroi",4,1,"J Lloyd","T J Gollan",8.50,4.80,5.50,7.19,1.65,9.07,3,1,"2017-09-13 03:15:03","2017-09-13 03:15:03"
5179,"Balaklava",3,"All Eez",5,5,"J Huxtable","Tony Mcevoy",17.00,7.00,7.50,0.00,2.60,8.40,4,3,"2017-09-13 03:20:03","2017-09-13 03:20:03"
5180,"Doomben",3,"Cabeirian",9,7,"L Rolls","Ms K Doughty",6.00,3.40,2.70,2.78,1.30,12.75,2,1,"2017-09-13 03:50:03","2017-09-13 03:50:03"
5181,"Balaklava",4,"Sir Charleston",2,12,"V Wong","Grant Young",8.00,4.60,4.80,0.00,1.75,9.24,2,3,"2017-09-13 03:55:03","2017-09-13 03:55:03"
5182,"Canterbury",3,"Fifth Affair",1,1,"C Brown","G K White",8.00,4.00,4.00,0.00,1.75,12.50,1,4,"2017-09-13 04:05:03","2017-09-13 04:05:03"
5183,"Mornington",4,"Falika",3,4,"D Oliver","G Eurell",4.40,3.20,3.40,0.00,1.75,8.52,2,2,"2017-09-13 04:15:03","2017-09-13 04:15:03"
5184,"Doomben",4,"Ocean City",6,6,"J Orman","R L Heathcote",8.00,5.00,6.00,0.00,2.60,7.50,1,4,"2017-09-13 04:25:03","2017-09-13 04:25:03"
5185,"Balaklava",5,"Irish Mambo",10,11,"A Doyle","W P Bencic",31.00,10.00,34.00,0.00,6.50,6.77,0,NULL,"2017-09-13 04:30:04","2017-09-13 04:30:04"
5186,"Canterbury",4,"Hong Qigong",1,4,"B Avdulla","M, W & J Hawkes",3.70,3.00,2.90,0.00,1.60,6.31,2,NULL,"2017-09-13 04:40:04","2017-09-13 04:40:04"
5187,"Mornington",5,"Street Spun",8,5,"Dwayne Dunn","D R Brideoake",4.40,3.40,3.00,0.00,1.40,6.68,1,4,"2017-09-13 04:50:04","2017-09-13 04:50:04"
5188,"Balaklava",6,"Time Out",7,11,"J Kah","Will Clarken",4.60,3.40,3.40,0.00,1.50,7.67,2,NULL,"2017-09-13 05:05:03","2017-09-13 05:05:03"
5189,"Belmont",1,"Route Eighty Eight",10,5,"L Warwick","J T Warwick",5.00,3.60,2.60,0.00,1.30,7.78,0,2,"2017-09-13 05:20:04","2017-09-13 05:20:04"
5190,"Mornington",6,"Chiavari",1,7,"M Zahra","N J Harnett",7.50,4.20,4.40,0.00,2.10,10.48,4,2,"2017-09-13 05:25:04","2017-09-13 05:25:04"
5191,"Doomben",6,"Navua Mist",1,2,"Michael Cahill","K A Lees",5.50,4.00,4.20,0.00,2.05,6.82,3,NULL,"2017-09-13 05:35:04","2017-09-13 05:35:04"
5192,"Balaklava",7,"Gun Case",1,11,"V Wong","D K Weir",9.50,6.00,7.00,7.72,2.40,6.14,0,1,"2017-09-13 05:40:05","2017-09-13 05:40:05"
5193,"Canterbury",6,"All From Scrap",7,2,"B Avdulla","D I Atkins",8.50,5.00,6.00,0.00,1.95,8.24,2,3,"2017-09-13 05:50:03","2017-09-13 05:50:03"
5194,"Mornington",7,"Mactier",5,1,"M Dee","M G Price",17.00,8.00,9.00,0.00,2.40,6.62,3,NULL,"2017-09-13 06:00:04","2017-09-13 06:00:04"
5195,"Doomben",7,"All Pluck",10,5,"J Byrne","T J Gollan",8.50,5.50,6.00,0.00,1.85,6.42,2,3,"2017-09-13 06:10:04","2017-09-13 06:10:04"
5196,"Balaklava",8,"Jim's Journey",4,2,"D Tourneur","P F Blanch",12.00,6.50,9.50,0.00,2.80,7.05,2,3,"2017-09-13 06:15:04","2017-09-13 06:15:04"
5197,"Canterbury",7,"Sambro",6,1,"H Bowman","C J Waller",5.00,3.80,4.40,0.00,1.50,6.32,3,2,"2017-09-13 06:25:04","2017-09-13 06:25:04"
5198,"Belmont",3,"Fair Foot",9,6,"L Camilleri","G P Poletti",11.00,6.50,7.00,0.00,2.30,6.29,2,4,"2017-09-13 06:30:04","2017-09-13 06:30:04"
5199,"Doomben",8,"Hanover Square",2,5,"J Lloyd","A J Edmonds",6.00,3.80,6.50,0.00,2.05,9.65,3,NULL,"2017-09-13 06:45:04","2017-09-13 06:45:04"
5200,"Balaklava",9,"French Rock",4,5,"J Lorensini","W F Francis & G Kent",8.00,5.00,8.00,8.66,2.30,7.50,3,1,"2017-09-13 06:50:04","2017-09-13 06:50:04"
5201,"Canterbury",8,"Token Of Love",11,2,"R Hunt","Ms B Joseph & P A Jones",6.00,3.60,4.00,0.00,1.70,11.11,2,3,"2017-09-13 07:00:04","2017-09-13 07:00:04"
5202,"Belmont",4,"Yeah Dardy",1,8,"A Mitchell","Ms J Erkelens",4.40,3.40,2.90,2.68,1.35,6.68,0,1,"2017-09-13 07:05:06","2017-09-13 07:05:06"
5203,"Mornington",9,"Think Babe",14,6,"D Yendall","D K Weir",8.50,5.50,5.50,0.00,2.10,6.42,4,NULL,"2017-09-13 07:10:05","2017-09-13 07:10:05"
5204,"Belmont",5,"Woodmans Keep",3,2,"C Johnston-Porter","A G Durrant",8.00,5.00,4.60,0.00,1.70,7.50,0,3,"2017-09-13 07:40:06","2017-09-13 07:40:06"
5205,"Belmont",6,"Just A Fluke",3,2,"M Pateman","J N Pateman",3.90,3.00,3.00,0.00,1.35,7.69,1,NULL,"2017-09-13 08:15:06","2017-09-13 08:15:06"
5206,"Belmont",8,"Kleva Kezza",4,9,"A Mitchell","Ms J Erkelens",6.00,4.40,6.00,0.00,2.10,6.06,2,NULL,"2017-09-13 09:35:05","2017-09-13 09:35:05"
5207,"Kilcoy",1,"Palmer",4,2,"T Brooker","M A Palmer",41.00,10.00,11.00,0.00,4.00,7.56,1,4,"2017-09-14 03:10:03","2017-09-14 03:10:03"
5208,"Grafton",2,"Nic And Run",5,13,"B Hodder","Colt Prosser",8.00,4.80,6.00,0.00,2.00,8.33,1,3,"2017-09-14 03:30:03","2017-09-14 03:30:03"
5209,"Bendigo",1,"Lochinvar Charger",2,1,"D Lane","M Ellerton & S Zahra",31.00,10.00,17.00,0.00,3.80,6.77,1,NULL,"2017-09-14 03:35:03","2017-09-14 03:35:03"
5210,"Kilcoy",2,"Suit Up Dan",5,4,"J Oliver","F Adams",7.00,4.80,3.40,0.00,1.30,6.55,0,4,"2017-09-14 03:50:03","2017-09-14 03:50:03"
5211,"Bendigo",2,"Heavenly Thought",7,12,"J Allen","D K Weir",4.00,3.20,3.00,0.00,1.45,6.25,2,4,"2017-09-14 04:15:04","2017-09-14 04:15:04"
5212,"Grafton",3,"Superior Offer",2,10,"R Agnew","M P O'neill",61.00,9.50,11.00,0.00,2.90,8.89,3,2,"2017-09-14 04:15:04","2017-09-14 04:15:04"
5213,"Northam",1,"Miss Merit",12,3,"W Pike","Ms P Kenney",14.00,7.50,8.50,0.00,2.70,6.19,1,NULL,"2017-09-14 04:15:05","2017-09-14 04:15:05"
5214,"Kilcoy",3,"Si Si Sequalo",3,2,"B Stewart","P Duff",4.20,3.00,2.30,2.00,1.40,9.52,0,1,"2017-09-14 04:25:02","2017-09-14 04:25:02"
5215,"Bendigo",3,"Pinot",7,8,"S Baster","G Waterhouse & A Bott",5.50,3.80,3.40,0.00,1.35,8.13,0,2,"2017-09-14 04:40:03","2017-09-14 04:40:03"
5216,"Grafton",4,"My Cousin Meryl",8,4,"J Murphy","S J Phelps",10.00,5.50,13.00,0.00,3.40,8.18,4,NULL,"2017-09-14 04:45:03","2017-09-14 04:45:03"
5217,"Kilcoy",4,"Sandy Straits",7,5,"C Eaton","B C Gill",15.00,4.60,15.00,0.00,5.00,15.07,1,4,"2017-09-14 05:00:03","2017-09-14 05:00:03"
5218,"Bendigo",4,"Wheal Leisure",5,3,"B Allen","Archie Alexander",7.50,5.00,6.00,5.30,2.20,6.67,2,1,"2017-09-14 05:05:03","2017-09-14 05:05:03"
5219,"Grafton",5,"Ready Zaim Fire",9,5,"M Paget","B D Bellamy",7.50,5.00,7.00,0.00,2.40,6.67,2,3,"2017-09-14 05:20:04","2017-09-14 05:20:04"
5220,"Bendigo",5,"Bunker Buster",6,1,"R Bayliss","D & B Hayes & T Dabernig",11.00,6.50,8.50,0.00,2.60,6.29,0,NULL,"2017-09-14 05:35:03","2017-09-14 05:35:03"
5221,"Kilcoy",5,"Toujours L'amour",11,8,"B Grylls","B S Baldwin",11.00,6.50,3.80,0.00,1.40,6.29,4,2,"2017-09-14 05:45:04","2017-09-14 05:45:04"
5222,"Grafton",6,"Husonique",3,5,"H Lee","L J Jeffriess",8.00,5.00,5.50,6.40,2.10,7.50,1,1,"2017-09-14 05:55:03","2017-09-14 05:55:03"
5223,"Bendigo",6,"Leather'n'lace",11,4,"D Lane","D K Weir",3.90,3.00,1.85,1.94,1.12,7.69,1,1,"2017-09-14 06:05:03","2017-09-14 06:05:03"
5224,"Kilcoy",6,"Bonsea",8,6,"T Brooker","B J Costello",9.00,5.50,4.40,0.00,1.55,7.07,2,2,"2017-09-14 06:15:03","2017-09-14 06:15:03"
5225,"Grafton",7,"I've Got This",3,17,"J Murphy","T V Green",6.00,4.40,9.50,0.00,3.00,6.06,4,NULL,"2017-09-14 06:30:04","2017-09-14 06:30:04"
5226,"Bendigo",7,"Sovereign Duke",2,7,"C Macfarlane","Nathan Hobson",5.00,3.70,3.80,0.00,1.60,7.03,2,4,"2017-09-14 06:35:03","2017-09-14 06:35:03"
5227,"Northam",5,"Greco",6,4,"W Pike","J M Bowtell",5.00,3.00,2.60,0.00,1.50,13.33,1,4,"2017-09-14 06:45:03","2017-09-14 06:45:03"
5228,"Kilcoy",7,"Captain's Angel",4,3,"M Pegus","Ben Currie",7.50,4.00,1.95,0.00,1.26,11.67,4,3,"2017-09-14 06:50:03","2017-09-14 06:50:03"
5229,"Bendigo",8,"Minoan Spirit",4,4,"B Rawiller","D K Weir",3.80,3.00,2.70,0.00,1.24,7.02,3,2,"2017-09-14 07:05:04","2017-09-14 07:05:04"
5230,"Grafton",8,"Syrah",1,1,"S Thurlow","M R Stitt",7.00,4.20,8.00,6.98,2.60,9.52,3,1,"2017-09-14 07:10:03","2017-09-14 07:10:03"
5231,"Northam",7,"Born Blue",6,5,"P Carbery","B A Miller",4.60,3.60,5.50,0.00,1.75,6.04,0,2,"2017-09-14 07:55:04","2017-09-14 07:55:04"
5232,"Northam",8,"Night Voyage",2,10,"B Parnham","Martin Allan",23.00,9.50,11.00,0.00,2.60,6.18,1,4,"2017-09-14 08:30:03","2017-09-14 08:30:03"
5233,"Northam",9,"Explosive Queen",13,10,"S O'donnell","Ms D Riordan",26.00,10.00,13.00,0.00,3.40,6.15,1,NULL,"2017-09-14 09:10:04","2017-09-14 09:10:04"
5234,"Ipswich",1,"Canungra Kid",2,6,"M Murphy","P M Kalinowski",3.70,3.00,7.50,0.00,1.65,6.31,2,NULL,"2017-09-15 03:05:03","2017-09-15 03:05:03"
5235,"Corowa",1,"Dont Call Me Vince",14,1,"B Murphy","G J Colvin",5.00,3.40,4.40,0.00,1.65,9.41,3,3,"2017-09-15 03:15:02","2017-09-15 03:15:02"
5236,"Corowa",2,"Wilt The Stilt",5,6,"R Bensley","G A Osborne",5.00,3.70,5.50,0.00,1.35,7.03,2,3,"2017-09-15 03:55:03","2017-09-15 03:55:03"
5237,"Swan Hill",2,"Jeune Elvis",4,7,"C Robertson","R G Symons",61.00,13.00,34.00,0.00,7.00,6.05,1,NULL,"2017-09-15 04:05:03","2017-09-15 04:05:03"
5238,"Ipswich",3,"Redex",5,6,"J Byrne","M G Nolan",8.50,4.20,4.00,3.94,2.00,12.04,2,1,"2017-09-15 04:20:04","2017-09-15 04:20:04"
5239,"Corowa",3,"Elle Excite",6,1,"B Ward","Rhys Archard",34.00,11.00,13.00,0.00,4.00,6.15,1,3,"2017-09-15 04:30:04","2017-09-15 04:30:04"
5240,"Swan Hill",3,"My Boy Greg",15,6,"D Stackhouse","Ms J Wicks",4.40,3.40,3.80,0.00,1.55,6.68,1,4,"2017-09-15 04:40:04","2017-09-15 04:40:04"
5241,"Newcastle",4,"Summer Solstice",12,5,"B Avdulla","C J Waller",34.00,11.00,11.00,0.00,3.00,6.15,1,NULL,"2017-09-15 04:45:03","2017-09-15 04:45:03"
5242,"Ipswich",4,"Mac's Gal",5,9,"K Yoshida","B P Park",9.50,5.50,6.50,0.00,1.70,7.66,0,4,"2017-09-15 04:55:03","2017-09-15 04:55:03"
5243,"Corowa",4,"French Politician",1,1,"J Duffy","Andrew Dale",6.00,3.50,4.80,0.00,1.95,11.90,3,3,"2017-09-15 05:10:03","2017-09-15 05:10:03"
5244,"Ipswich",5,"Overgrown",9,4,"R Fradd","Faye Hall",15.00,7.00,8.50,0.00,2.40,7.62,4,3,"2017-09-15 05:30:04","2017-09-15 05:30:04"
5245,"Swan Hill",5,"Unrealistic",1,3,"G Cartwright","G Withers",13.00,7.00,9.50,0.00,2.60,6.59,0,3,"2017-09-15 05:35:03","2017-09-15 05:35:03"
5246,"Newcastle",6,"Special Missile",7,1,"B Avdulla","John Thompson",4.20,3.20,2.90,0.00,1.26,7.44,1,4,"2017-09-15 06:00:04","2017-09-15 06:00:04"
5247,"Swan Hill",6,"Welcome Stryker",3,10,"H Coffey","D T Curran",6.00,4.40,6.00,0.00,2.20,6.06,1,NULL,"2017-09-15 06:05:04","2017-09-15 06:05:04"
5248,"Ipswich",6,"A New Sound",9,3,"R Fradd","Matthew Dunn",15.00,7.50,6.50,0.00,2.15,6.67,0,NULL,"2017-09-15 06:10:03","2017-09-15 06:10:03"
5249,"Corowa",6,"Rossatin",6,2,"R Prest","Erin Maher",18.00,8.50,11.00,0.00,2.90,6.21,0,NULL,"2017-09-15 06:25:04","2017-09-15 06:25:04"
5250,"Swan Hill",7,"American Sunday",12,11,"H Coffey","D K Weir",6.50,3.80,3.60,0.00,1.60,10.93,1,NULL,"2017-09-15 06:35:04","2017-09-15 06:35:04"
5251,"Ipswich",7,"Mexican Mountain",12,3,"J Guthmann-Chester(A","J D Shelton",26.00,10.00,21.00,0.00,4.20,6.15,5,NULL,"2017-09-15 06:50:04","2017-09-15 06:50:04"
5252,"Corowa",7,"Esprit Warrior",7,2,"B Vale","Shilleagh Meyervale",7.00,4.60,3.40,0.00,1.40,7.45,0,3,"2017-09-15 07:00:04","2017-09-15 07:00:04"
5253,"Newcastle",8,"Imposing Lass",5,9,"J Collett","Bjorn Baker",6.50,4.40,3.60,0.00,1.65,7.34,4,NULL,"2017-09-15 07:15:05","2017-09-15 07:15:05"
5254,"Corowa",8,"Cosmic Rush",3,8,"B Ward","Charmaine Barnes",4.80,3.60,6.00,0.00,1.85,6.94,2,2,"2017-09-15 07:40:05","2017-09-15 07:40:05"
5255,"Sunshine Coast",2,"Beveile",4,4,"L Tarrant","D J Hansen",10.00,5.50,4.60,0.00,2.20,8.18,1,3,"2017-09-15 09:40:05","2017-09-15 09:40:05"
5256,"Sunshine Coast",3,"Givus A Cuddle",7,1,"J Oliver","Ben Currie",6.00,4.40,4.80,0.00,2.25,6.06,4,2,"2017-09-15 10:10:06","2017-09-15 10:10:06"
5257,"Sunshine Coast",4,"Red Phantom",14,1,"Jackson Morris","T J Gollan",14.00,7.00,8.00,0.00,2.40,7.14,4,NULL,"2017-09-15 10:45:05","2017-09-15 10:45:05"
5258,"Sunshine Coast",6,"Grayson Square",1,3,"D Browne","P P Jenkins",8.50,4.20,2.70,0.00,2.60,12.04,2,3,"2017-09-15 11:40:06","2017-09-15 11:40:06"
5259,"Doomben",1,"With A Promise",3,7,"B Stewart","Ben Currie",4.60,3.60,3.80,0.00,1.90,6.04,0,3,"2017-09-16 01:50:04","2017-09-16 01:50:04"
5260,"Randwick",1,"She Knows",10,6,"J Ford","D A Williams",8.50,5.00,6.00,0.00,2.00,8.24,1,2,"2017-09-16 02:20:04","2017-09-16 02:20:04"
5261,"Doomben",2,"Ingeegoodbe",2,2,"Ron Stewart","R L Heathcote",4.80,3.70,3.20,3.31,1.45,6.19,1,1,"2017-09-16 02:30:04","2017-09-16 02:30:04"
5262,"Ruakaka",4,"Nothing Trivial",2,12,"T Thornton","W P Hillis",7.50,5.00,5.00,0.00,1.85,6.67,1,NULL,"2017-09-16 02:30:05","2017-09-16 02:30:05"
5263,"Flemington",1,"Roomooz",5,9,"L Currie","Tony Mcevoy",4.60,3.20,3.60,0.00,1.50,9.51,0,NULL,"2017-09-16 02:35:03","2017-09-16 02:35:03"
5264,"Gold Coast",1,"Let's Go Champ",5,4,"S Galloway","Michael Costa",6.50,4.60,4.40,0.00,1.45,6.35,6,4,"2017-09-16 02:45:05","2017-09-16 02:45:05"
5265,"Randwick",2,"Royal Navy",10,7,"T Clark","P & P Snowden",5.50,3.40,3.40,0.00,1.45,11.23,2,NULL,"2017-09-16 02:55:05","2017-09-16 02:55:05"
5266,"Doomben",3,"Super Suave",1,5,"M Mcgillivray","L F Birchley",6.50,4.60,7.00,0.00,1.85,6.35,5,4,"2017-09-16 03:05:05","2017-09-16 03:05:05"
5267,"Newcastle",2,"Daydream Explorer",6,6,"R Hunt","W P Cave",5.50,4.00,4.80,0.00,2.25,6.82,0,2,"2017-09-16 03:15:04","2017-09-16 03:15:04"
5268,"Gold Coast",2,"Salt Flat",7,7,"B Grylls","S R Kurz",11.00,6.50,5.50,0.00,2.50,6.29,0,NULL,"2017-09-16 03:20:04","2017-09-16 03:20:04"
5269,"Randwick",3,"Marsupial",7,4,"G Schofield","James Cummings",3.80,3.00,3.60,0.00,1.40,7.02,2,NULL,"2017-09-16 03:30:05","2017-09-16 03:30:05"
5270,"Doomben",4,"Shipwrecked",14,3,"M Mcgillivray","T J Gollan",12.00,6.50,5.50,0.00,1.80,7.05,4,NULL,"2017-09-16 03:40:04","2017-09-16 03:40:04"
5271,"Wagga",1,"Cosmo Star",6,8,"Mathew Cahill","T G Sutherland",4.40,3.00,3.40,3.73,1.40,10.61,0,1,"2017-09-16 03:45:04","2017-09-16 03:45:04"
5272,"Flemington",3,"Mr Sneaky",12,5,"Dwayne Dunn","Anthony Freedman",4.40,3.20,3.60,0.00,1.50,8.52,1,2,"2017-09-16 03:50:03","2017-09-16 03:50:03"
5273,"Gold Coast",3,"High Cost",4,5,"J Woodhouse","Gregory Cornish",4.20,3.00,2.30,0.00,1.20,9.52,0,2,"2017-09-16 03:55:03","2017-09-16 03:55:03"
5274,"Randwick",4,"Burning Passion",4,7,"T Clark","Mark Newnham",8.00,4.60,5.50,0.00,2.40,9.24,2,3,"2017-09-16 04:05:04","2017-09-16 04:05:04"
5275,"Mackay",4,"Now Ask Me",3,4,"D Simmons","Michael L Evans",14.00,7.50,10.00,0.00,2.50,6.19,0,NULL,"2017-09-16 04:10:05","2017-09-16 04:10:05"
5276,"Doomben",5,"Mishani Bullitt",1,2,"B Stewart","Chris Anderson",4.60,3.20,4.40,0.00,1.70,9.51,4,3,"2017-09-16 04:10:05","2017-09-16 04:10:05"
5277,"Flemington",4,"So Si Bon",9,8,"Craig Williams","R E Laing",8.50,5.50,8.50,0.00,2.60,6.42,0,NULL,"2017-09-16 04:20:05","2017-09-16 04:20:05"
5278,"Newcastle",4,"Bluetwentytwo",2,1,"T Wolfgram","Ms K Waugh",10.00,6.00,7.50,0.00,3.00,6.67,2,NULL,"2017-09-16 04:25:04","2017-09-16 04:25:04"
5279,"Gold Coast",4,"Temujin's Moon",6,6,"J Woodhouse","Gregory Cornish",4.80,3.20,3.40,0.00,1.70,10.42,1,NULL,"2017-09-16 04:30:06","2017-09-16 04:30:06"
5280,"Morphettville",3,"Have Plenty",4,6,"R Clark","J E Hickmott",4.20,3.30,3.00,2.99,1.30,6.49,2,1,"2017-09-16 04:35:04","2017-09-16 04:35:04"
5281,"Doomben",6,"Mishani El Lobo",5,3,"S Lacy","Chris Anderson",12.00,5.50,6.00,0.00,1.95,9.85,3,2,"2017-09-16 04:50:06","2017-09-16 04:50:06"
5282,"Darwin",1,"Shogun's Reign",1,2,"P Shiers","Garry Lefoe",4.60,3.60,3.80,0.00,1.90,6.04,0,3,"2017-09-16 05:00:07","2017-09-16 05:00:07"
5283,"Flemington",5,"Catchy",6,8,"R Bayliss","D & B Hayes & T Dabernig",4.00,3.20,3.60,3.52,1.55,6.25,0,1,"2017-09-16 05:00:08","2017-09-16 05:00:08"
5284,"Newcastle",5,"Seababe",12,4,"Jess Taylor","G Portelli",8.00,5.00,3.60,3.31,1.50,7.50,0,1,"2017-09-16 05:05:09","2017-09-16 05:05:09"
5285,"Gold Coast",5,"Vienna Moon",14,5,"T Patel","R L Heathcote",16.00,7.50,10.00,0.00,3.00,7.08,6,4,"2017-09-16 05:10:05","2017-09-16 05:10:05"
5286,"Morphettville",4,"Rupture",3,2,"P Gatt","R R Jolly",4.60,3.60,3.00,0.00,1.45,6.04,3,4,"2017-09-16 05:15:04","2017-09-16 05:15:04"
